symbol,name,timestamp,open,high,low,close,volume
INFY,Infosys Ltd,2026-08-14 12:00:00,1531.3,1532.22,1523.98,1531.3,437113
INFY,Infosys Ltd,2026-08-14 12:30:00,1528.34,1532.66,1527.07,1528.34,341437
INFY,Infosys Ltd,2026-08-14 13:00:00,1517.92,1524.13,1515.32,1517.92,71020
INFY,Infosys Ltd,2026-08-14 13:30:00,1519.63,1520.11,1517.63,1519.63,440063
INFY,Infosys Ltd,2026-08-14 14:00:00,1520.03,1522.09,1518.72,1520.03,177259
INFY,Infosys Ltd,2026-08-14 14:30:00,1532.02,1532.84,1526.68,1532.02,317466
INFY,Infosys Ltd,2026-08-14 15:00:00,1544.14,1544.24,1543.13,1544.14,136414
INFY,Infosys Ltd,2026-08-14 15:30:00,1546.71,1547.16,1545.28,1546.71,459268
INFY,Infosys Ltd,2026-08-17 09:30:00,1542.82,1543.33,1542.61,1542.82,96355
INFY,Infosys Ltd,2026-08-17 10:00:00,1548.26,1548.42,1546.66,1548.26,225704
INFY,Infosys Ltd,2026-08-17 10:30:00,1538.15,1538.98,1532.87,1538.15,274084
INFY,Infosys Ltd,2026-08-17 11:00:00,1539.74,1542.55,1537.86,1539.74,121155
INFY,Infosys Ltd,2026-08-17 11:30:00,1541.46,1541.77,1540.18,1541.46,278390
INFY,Infosys Ltd,2026-08-17 12:00:00,1529.35,1530.75,1525.18,1529.35,21331
INFY,Infosys Ltd,2026-08-17 12:30:00,1535.83,1537.14,1532.02,1535.83,262042
INFY,Infosys Ltd,2026-08-17 13:00:00,1541.25,1542.03,1538.0,1541.25,476474
INFY,Infosys Ltd,2026-08-17 13:30:00,1548.63,1550.69,1546.35,1548.63,336914
INFY,Infosys Ltd,2026-08-17 14:00:00,1550.62,1554.83,1548.12,1550.62,204703
INFY,Infosys Ltd,2026-08-17 14:30:00,1558.24,1558.37,1554.17,1558.24,56998
INFY,Infosys Ltd,2026-08-17 15:00:00,1560.68,1561.09,1559.2,1560.68,348258
INFY,Infosys Ltd,2026-08-17 15:30:00,1554.45,1558.77,1554.05,1554.45,241744
INFY,Infosys Ltd,2026-08-18 09:30:00,1562.23,1567.24,1559.21,1562.23,214049
INFY,Infosys Ltd,2026-08-18 10:00:00,1559.81,1560.51,1555.68,1559.81,201241
INFY,Infosys Ltd,2026-08-18 10:30:00,1563.91,1568.48,1562.54,1563.91,253652
INFY,Infosys Ltd,2026-08-18 11:00:00,1574.69,1577.12,1573.5,1574.69,392341
INFY,Infosys Ltd,2026-08-18 11:30:00,1576.26,1577.42,1575.06,1576.26,36447
INFY,Infosys Ltd,2026-08-18 12:00:00,1569.32,1571.41,1568.56,1569.32,190387
INFY,Infosys Ltd,2026-08-18 12:30:00,1572.14,1577.38,1566.8,1572.14,226740
INFY,Infosys Ltd,2026-08-18 13:00:00,1578.93,1582.65,1574.73,1578.93,189363
INFY,Infosys Ltd,2026-08-18 13:30:00,1577.24,1580.23,1574.97,1577.24,86123
INFY,Infosys Ltd,2026-08-18 14:00:00,1574.75,1576.62,1570.02,1574.75,197707
INFY,Infosys Ltd,2026-08-18 14:30:00,1582.41,1584.33,1580.72,1582.41,123572
INFY,Infosys Ltd,2026-08-18 15:00:00,1586.71,1592.45,1580.92,1586.71,326689
INFY,Infosys Ltd,2026-08-18 15:30:00,1584.84,1586.68,1581.24,1584.84,324288
RELIANCE,Reliance Industries,2026-08-03 09:30:00,2919.57,2923.95,2915.4,2919.57,166996
RELIANCE,Reliance Industries,2026-08-03 10:00:00,2937.42,2942.64,2934.62,2937.42,100108
RELIANCE,Reliance Industries,2026-08-03 10:30:00,2948.68,2954.7,2945.81,2948.68,336964
RELIANCE,Reliance Industries,2026-08-03 11:00:00,2952.8,2955.57,2952.31,2952.8,283125
RELIANCE,Reliance Industries,2026-08-03 11:30:00,2955.71,2962.23,2952.38,2955.71,383324
RELIANCE,Reliance Industries,2026-08-03 12:00:00,2966.06,2972.96,2952.4,2966.06,317592
RELIANCE,Reliance Industries,2026-08-03 12:30:00,2969.7,2970.78,2964.8,2969.7,358353
RELIANCE,Reliance Industries,2026-08-03 13:00:00,2984.62,2990.71,2981.18,2984.62,227305
RELIANCE,Reliance Industries,2026-08-03 13:30:00,2970.7,2971.33,2969.13,2970.7,64673
RELIANCE,Reliance Industries,2026-08-03 14:00:00,2992.06,2993.83,2989.46,2992.06,360581
RELIANCE,Reliance Industries,2026-08-03 14:30:00,2985.56,2992.29,2984.58,2985.56,212231
RELIANCE,Reliance Industries,2026-08-03 15:00:00,2982.14,2984.29,2981.92,2982.14,112176
RELIANCE,Reliance Industries,2026-08-03 15:30:00,2979.31,2983.53,2976.08,2979.31,177030
RELIANCE,Reliance Industries,2026-08-04 09:30:00,2964.14,2970.95,2964.03,2964.14,72730
RELIANCE,Reliance Industries,2026-08-04 10:00:00,2949.52,2956.33,2937.42,2949.52,427681
RELIANCE,Reliance Industries,2026-08-04 10:30:00,2949.48,2953.39,2944.38,2949.48,394043
RELIANCE,Reliance Industries,2026-08-04 11:00:00,2951.88,2952.2,2940.68,2951.88,306863
RELIANCE,Reliance Industries,2026-08-04 11:30:00,2939.77,2945.63,2936.99,2939.77,340618
RELIANCE,Reliance Industries,2026-08-04 12:00:00,2934.3,2935.85,2928.71,2934.3,425123
RELIANCE,Reliance Industries,2026-08-04 12:30:00,2935.77,2942.45,2933.48,2935.77,366554
RELIANCE,Reliance Industries,2026-08-04 13:00:00,2940.55,2941.87,2937.89,2940.55,313738
RELIANCE,Reliance Industries,2026-08-04 13:30:00,2932.67,2934.75,2931.16,2932.67,461405
RELIANCE,Reliance Industries,2026-08-04 14:00:00,2928.39,2933.76,2926.47,2928.39,272640
RELIANCE,Reliance Industries,2026-08-04 14:30:00,2935.06,2940.3,2929.25,2935.06,106661
RELIANCE,Reliance Industries,2026-08-04 15:00:00,2944.85,2948.15,2943.18,2944.85,432314
RELIANCE,Reliance Industries,2026-08-04 15:30:00,2921.5,2923.26,2919.14,2921.5,139201
RELIANCE,Reliance Industries,2026-08-05 09:30:00,2886.8,2893.14,2884.61,2886.8,410194
RELIANCE,Reliance Industries,2026-08-05 10:00:00,2880.32,2885.16,2875.3,2880.32,300559
RELIANCE,Reliance Industries,2026-08-05 10:30:00,2881.17,2887.97,2874.01,2881.17,338079
RELIANCE,Reliance Industries,2026-08-05 11:00:00,2873.78,2879.26,2873.32,2873.78,333842
RELIANCE,Reliance Industries,2026-08-05 11:30:00,2868.37,2874.49,2859.76,2868.37,422506
RELIANCE,Reliance Industries,2026-08-05 12:00:00,2871.78,2872.1,2869.69,2871.78,270990
RELIANCE,Reliance Industries,2026-08-05 12:30:00,2884.15,2887.28,2878.32,2884.15,155511
RELIANCE,Reliance Industries,2026-08-05 13:00:00,2886.96,2898.03,2881.16,2886.96,453420
RELIANCE,Reliance Industries,2026-08-05 13:30:00,2901.12,2905.66,2894.93,2901.12,420140
RELIANCE,Reliance Industries,2026-08-05 14:00:00,2912.12,2912.25,2910.3,2912.12,481603
RELIANCE,Reliance Industries,2026-08-05 14:30:00,2918.85,2927.39,2915.73,2918.85,84094
RELIANCE,Reliance Industries,2026-08-05 15:00:00,2931.79,2938.5,2929.97,2931.79,430180
RELIANCE,Reliance Industries,2026-08-05 15:30:00,2941.18,2944.65,2939.5,2941.18,95470
RELIANCE,Reliance Industries,2026-08-06 09:30:00,2899.48,2904.56,2880.88,2899.48,279762
RELIANCE,Reliance Industries,2026-08-06 10:00:00,2892.17,2892.7,2888.61,2892.17,219312
RELIANCE,Reliance Industries,2026-08-06 10:30:00,2899.49,2900.94,2890.14,2899.49,32454
RELIANCE,Reliance Industries,2026-08-06 11:00:00,2903.92,2912.73,2901.35,2903.92,360666
RELIANCE,Reliance Industries,2026-08-06 11:30:00,2906.18,2909.81,2903.04,2906.18,451465
RELIANCE,Reliance Industries,2026-08-06 12:00:00,2891.0,2902.34,2887.05,2891.0,310523
RELIANCE,Reliance Industries,2026-08-06 12:30:00,2882.93,2890.13,2871.01,2882.93,167650
RELIANCE,Reliance Industries,2026-08-06 13:00:00,2901.88,2903.84,2895.3,2901.88,496783
RELIANCE,Reliance Industries,2026-08-06 13:30:00,2912.5,2919.45,2908.4,2912.5,342375
RELIANCE,Reliance Industries,2026-08-06 14:00:00,2918.48,2929.67,2912.76,2918.48,392330
RELIANCE,Reliance Industries,2026-08-06 14:30:00,2897.64,2911.5,2897.4,2897.64,53996
RELIANCE,Reliance Industries,2026-08-06 15:00:00,2889.63,2894.85,2885.79,2889.63,99509
RELIANCE,Reliance Industries,2026-08-06 15:30:00,2898.7,2904.18,2896.97,2898.7,406686
RELIANCE,Reliance Industries,2026-08-07 09:30:00,2898.91,2902.29,2888.19,2898.91,58026
RELIANCE,Reliance Industries,2026-08-07 10:00:00,2910.21,2918.05,2909.83,2910.21,392262
RELIANCE,Reliance Industries,2026-08-07 10:30:00,2912.81,2913.98,2907.23,2912.81,73707
RELIANCE,Reliance Industries,2026-08-07 11:00:00,2931.21,2934.22,2929.1,2931.21,99815
RELIANCE,Reliance Industries,2026-08-07 11:30:00,2941.88,2951.43,2940.49,2941.88,234466
RELIANCE,Reliance Industries,2026-08-07 12:00:00,2934.73,2940.56,2933.09,2934.73,382270
RELIANCE,Reliance Industries,2026-08-07 12:30:00,2935.81,2942.69,2933.51,2935.81,240367
RELIANCE,Reliance Industries,2026-08-07 13:00:00,2956.44,2956.92,2951.73,2956.44,428951
RELIANCE,Reliance Industries,2026-08-07 13:30:00,2962.39,2975.96,2959.06,2962.39,304064
RELIANCE,Reliance Industries,2026-08-07 14:00:00,2980.54,2987.69,2979.84,2980.54,152729
RELIANCE,Reliance Industries,2026-08-07 14:30:00,2983.22,2990.75,2979.87,2983.22,109699
RELIANCE,Reliance Industries,2026-08-07 15:00:00,2986.98,2988.1,2983.63,2986.98,136073
RELIANCE,Reliance Industries,2026-08-07 15:30:00,3001.01,3003.4,2990.54,3001.01,377978
RELIANCE,Reliance Industries,2026-08-10 09:30:00,3043.88,3047.09,3039.53,3043.88,405092
RELIANCE,Reliance Industries,2026-08-10 10:00:00,3051.58,3057.68,3039.15,3051.58,53084
RELIANCE,Reliance Industries,2026-08-10 10:30:00,3049.49,3053.91,3047.94,3049.49,241520
RELIANCE,Reliance Industries,2026-08-10 11:00:00,3072.33,3082.52,3066.58,3072.33,201063
RELIANCE,Reliance Industries,2026-08-10 11:30:00,3079.15,3081.07,3057.7,3079.15,201562
RELIANCE,Reliance Industries,2026-08-10 12:00:00,3081.01,3086.78,3072.42,3081.01,180788
RELIANCE,Reliance Industries,2026-08-10 12:30:00,3093.34,3094.28,3089.82,3093.34,155407
RELIANCE,Reliance Industries,2026-08-10 13:00:00,3106.5,3110.28,3100.97,3106.5,250948
RELIANCE,Reliance Industries,2026-08-10 13:30:00,3086.69,3087.34,3086.47,3086.69,46537
RELIANCE,Reliance Industries,2026-08-10 14:00:00,3095.94,3096.5,3086.54,3095.94,324228
RELIANCE,Reliance Industries,2026-08-10 14:30:00,3121.65,3124.88,3121.08,3121.65,156048
RELIANCE,Reliance Industries,2026-08-10 15:00:00,3122.18,3125.62,3121.48,3122.18,331532
RELIANCE,Reliance Industries,2026-08-10 15:30:00,3141.44,3144.62,3140.57,3141.44,479557
RELIANCE,Reliance Industries,2026-08-11 09:30:00,3122.68,3124.83,3113.08,3122.68,157710
RELIANCE,Reliance Industries,2026-08-11 10:00:00,3112.89,3121.3,3108.88,3112.89,131124
RELIANCE,Reliance Industries,2026-08-11 10:30:00,3105.04,3106.91,3101.02,3105.04,194060
RELIANCE,Reliance Industries,2026-08-11 11:00:00,3090.78,3098.23,3087.4,3090.78,270985
RELIANCE,Reliance Industries,2026-08-11 11:30:00,3094.39,3102.17,3080.88,3094.39,27824
RELIANCE,Reliance Industries,2026-08-11 12:00:00,3097.87,3110.31,3083.64,3097.87,137985
RELIANCE,Reliance Industries,2026-08-11 12:30:00,3097.65,3103.96,3093.11,3097.65,349511
RELIANCE,Reliance Industries,2026-08-11 13:00:00,3101.76,3109.76,3093.43,3101.76,390449
RELIANCE,Reliance Industries,2026-08-11 13:30:00,3102.06,3105.66,3098.4,3102.06,342010
RELIANCE,Reliance Industries,2026-08-11 14:00:00,3111.85,3117.16,3101.4,3111.85,248596
RELIANCE,Reliance Industries,2026-08-11 14:30:00,3127.12,3128.05,3125.62,3127.12,380413
RELIANCE,Reliance Industries,2026-08-11 15:00:00,3133.77,3135.0,3126.36,3133.77,158848
RELIANCE,Reliance Industries,2026-08-11 15:30:00,3140.96,3152.45,3136.5,3140.96,167569
RELIANCE,Reliance Industries,2026-08-12 09:30:00,3134.13,3142.61,3133.55,3134.13,137809
RELIANCE,Reliance Industries,2026-08-12 10:00:00,3153.21,3155.46,3150.15,3153.21,30063
RELIANCE,Reliance Industries,2026-08-12 10:30:00,3179.72,3183.83,3175.1,3179.72,70260
RELIANCE,Reliance Industries,2026-08-12 11:00:00,3184.22,3191.26,3178.21,3184.22,207713
RELIANCE,Reliance Industries,2026-08-12 11:30:00,3192.95,3195.31,3189.18,3192.95,367843
RELIANCE,Reliance Industries,2026-08-12 12:00:00,3161.52,3161.76,3149.3,3161.52,386200
RELIANCE,Reliance Industries,2026-08-12 12:30:00,3158.54,3165.0,3155.23,3158.54,436143
RELIANCE,Reliance Industries,2026-08-12 13:00:00,3163.37,3168.55,3158.49,3163.37,160000
RELIANCE,Reliance Industries,2026-08-12 13:30:00,3170.72,3173.96,3161.97,3170.72,228407
RELIANCE,Reliance Industries,2026-08-12 14:00:00,3178.16,3184.62,3167.67,3178.16,482944
RELIANCE,Reliance Industries,2026-08-12 14:30:00,3185.4,3200.11,3165.82,3185.4,148946
RELIANCE,Reliance Industries,2026-08-12 15:00:00,3169.75,3179.1,3160.17,3169.75,217971
RELIANCE,Reliance Industries,2026-08-12 15:30:00,3176.98,3185.06,3167.61,3176.98,361206
RELIANCE,Reliance Industries,2026-08-13 09:30:00,3181.44,3184.04,3178.21,3181.44,71180
RELIANCE,Reliance Industries,2026-08-13 10:00:00,3168.12,3178.99,3163.23,3168.12,197061
RELIANCE,Reliance Industries,2026-08-13 10:30:00,3146.39,3159.08,3142.54,3146.39,240889
RELIANCE,Reliance Industries,2026-08-13 11:00:00,3147.98,3154.22,3145.9,3147.98,405076
RELIANCE,Reliance Industries,2026-08-13 11:30:00,3154.56,3156.29,3150.58,3154.56,151113
RELIANCE,Reliance Industries,2026-08-13 12:00:00,3163.37,3163.38,3160.01,3163.37,390705
RELIANCE,Reliance Industries,2026-08-13 12:30:00,3169.84,3177.48,3166.9,3169.84,411304
RELIANCE,Reliance Industries,2026-08-13 13:00:00,3166.29,3166.77,3158.85,3166.29,325799
RELIANCE,Reliance Industries,2026-08-13 13:30:00,3159.51,3174.39,3156.02,3159.51,452126
RELIANCE,Reliance Industries,2026-08-13 14:00:00,3159.9,3163.67,3158.01,3159.9,379011
RELIANCE,Reliance Industries,2026-08-13 14:30:00,3154.37,3155.37,3148.9,3154.37,172556
RELIANCE,Reliance Industries,2026-08-13 15:00:00,3130.34,3135.6,3121.06,3130.34,293356
RELIANCE,Reliance Industries,2026-08-13 15:30:00,3102.75,3106.46,3096.45,3102.75,491185
RELIANCE,Reliance Industries,2026-08-14 09:30:00,3098.06,3100.98,3092.41,3098.06,122567
RELIANCE,Reliance Industries,2026-08-14 10:00:00,3104.56,3107.68,3096.92,3104.56,18780
RELIANCE,Reliance Industries,2026-08-14 10:30:00,3122.78,3128.44,3116.02,3122.78,250055
RELIANCE,Reliance Industries,2026-08-14 11:00:00,3128.45,3136.55,3126.25,3128.45,167157
RELIANCE,Reliance Industries,2026-08-14 11:30:00,3124.73,3133.35,3118.3,3124.73,255958
RELIANCE,Reliance Industries,2026-08-14 12:00:00,3101.84,3103.69,3100.67,3101.84,171213
RELIANCE,Reliance Industries,2026-08-14 12:30:00,3097.13,3101.72,3091.41,3097.13,361572
RELIANCE,Reliance Industries,2026-08-14 13:00:00,3090.14,3090.52,3086.1,3090.14,313169
RELIANCE,Reliance Industries,2026-08-14 13:30:00,3075.23,3082.42,3059.45,3075.23,231816
RELIANCE,Reliance Industries,2026-08-14 14:00:00,3048.41,3048.65,3044.5,3048.41,164448
RELIANCE,Reliance Industries,2026-08-14 14:30:00,3034.49,3037.45,3029.5,3034.49,376894
RELIANCE,Reliance Industries,2026-08-14 15:00:00,3039.39,3055.19,3034.04,3039.39,46345
RELIANCE,Reliance Industries,2026-08-14 15:30:00,3038.11,3038.15,3028.77,3038.11,293799
RELIANCE,Reliance Industries,2026-08-17 09:30:00,3011.62,3017.99,3003.84,3011.62,315278
RELIANCE,Reliance Industries,2026-08-17 10:00:00,3021.96,3025.5,3020.6,3021.96,350365
RELIANCE,Reliance Industries,2026-08-17 10:30:00,3001.94,3011.82,2994.22,3001.94,26597
RELIANCE,Reliance Industries,2026-08-17 11:00:00,3027.1,3027.82,3025.7,3027.1,28835
RELIANCE,Reliance Industries,2026-08-17 11:30:00,3048.46,3052.06,3048.04,3048.46,304964
RELIANCE,Reliance Industries,2026-08-17 12:00:00,3057.51,3065.7,3052.78,3057.51,266115
RELIANCE,Reliance Industries,2026-08-17 12:30:00,3070.27,3075.63,3066.72,3070.27,133386
RELIANCE,Reliance Industries,2026-08-17 13:00:00,3061.49,3064.88,3051.99,3061.49,160941
RELIANCE,Reliance Industries,2026-08-17 13:30:00,3042.08,3044.98,3038.35,3042.08,248501
RELIANCE,Reliance Industries,2026-08-17 14:00:00,3053.53,3056.1,3044.86,3053.53,168883
RELIANCE,Reliance Industries,2026-08-17 14:30:00,3061.01,3065.45,3054.92,3061.01,214042
RELIANCE,Reliance Industries,2026-08-17 15:00:00,3060.09,3064.43,3055.42,3060.09,299466
RELIANCE,Reliance Industries,2026-08-17 15:30:00,3067.84,3070.9,3062.62,3067.84,78860
RELIANCE,Reliance Industries,2026-08-18 09:30:00,3053.13,3054.76,3046.82,3053.13,327635
RELIANCE,Reliance Industries,2026-08-18 10:00:00,3023.59,3031.86,3013.78,3023.59,494554
RELIANCE,Reliance Industries,2026-08-18 10:30:00,3009.76,3014.75,3007.11,3009.76,405095
RELIANCE,Reliance Industries,2026-08-18 11:00:00,3033.12,3051.5,3019.9,3033.12,265765
RELIANCE,Reliance Industries,2026-08-18 11:30:00,3038.71,3054.41,3036.41,3038.71,269998
RELIANCE,Reliance Industries,2026-08-18 12:00:00,3029.29,3030.58,3027.5,3029.29,152511
RELIANCE,Reliance Industries,2026-08-18 12:30:00,3027.22,3040.78,3026.78,3027.22,348020
RELIANCE,Reliance Industries,2026-08-18 13:00:00,3022.18,3026.93,3019.06,3022.18,75220
RELIANCE,Reliance Industries,2026-08-18 13:30:00,3022.5,3030.31,3015.39,3022.5,405480
RELIANCE,Reliance Industries,2026-08-18 14:00:00,3019.23,3020.37,3011.26,3019.23,195066
RELIANCE,Reliance Industries,2026-08-18 14:30:00,3024.54,3026.96,3023.7,3024.54,269375
RELIANCE,Reliance Industries,2026-08-18 15:00:00,3008.78,3011.31,3004.63,3008.78,325362
RELIANCE,Reliance Industries,2026-08-18 15:30:00,2992.57,3005.5,2980.6,2992.57,211518
HDFCBANK,HDFC Bank Ltd,2026-08-03 09:30:00,1687.86,1688.16,1686.82,1687.86,320864
HDFCBANK,HDFC Bank Ltd,2026-08-03 10:00:00,1690.21,1693.52,1690.02,1690.21,28752
HDFCBANK,HDFC Bank Ltd,2026-08-03 10:30:00,1698.85,1699.94,1697.71,1698.85,83087
HDFCBANK,HDFC Bank Ltd,2026-08-03 11:00:00,1692.39,1695.05,1690.29,1692.39,176948
HDFCBANK,HDFC Bank Ltd,2026-08-03 11:30:00,1696.88,1697.91,1693.81,1696.88,446766
HDFCBANK,HDFC Bank Ltd,2026-08-03 12:00:00,1701.75,1702.54,1699.31,1701.75,439262
HDFCBANK,HDFC Bank Ltd,2026-08-03 12:30:00,1695.19,1695.39,1692.23,1695.19,13722
HDFCBANK,HDFC Bank Ltd,2026-08-03 13:00:00,1692.72,1695.57,1689.61,1692.72,223387
HDFCBANK,HDFC Bank Ltd,2026-08-03 13:30:00,1684.0,1686.52,1683.34,1684.0,18970
HDFCBANK,HDFC Bank Ltd,2026-08-03 14:00:00,1675.54,1677.34,1674.28,1675.54,348718
HDFCBANK,HDFC Bank Ltd,2026-08-03 14:30:00,1677.52,1682.26,1673.57,1677.52,310934
HDFCBANK,HDFC Bank Ltd,2026-08-03 15:00:00,1673.33,1676.71,1672.92,1673.33,383107
HDFCBANK,HDFC Bank Ltd,2026-08-03 15:30:00,1665.52,1669.16,1663.01,1665.52,21552
HDFCBANK,HDFC Bank Ltd,2026-08-04 09:30:00,1674.67,1675.22,1672.94,1674.67,236231
HDFCBANK,HDFC Bank Ltd,2026-08-04 10:00:00,1673.42,1674.89,1672.37,1673.42,411308
HDFCBANK,HDFC Bank Ltd,2026-08-04 10:30:00,1668.08,1670.48,1666.06,1668.08,449793
HDFCBANK,HDFC Bank Ltd,2026-08-04 11:00:00,1667.9,1668.9,1666.68,1667.9,175419
HDFCBANK,HDFC Bank Ltd,2026-08-04 11:30:00,1670.8,1673.97,1670.76,1670.8,202564
HDFCBANK,HDFC Bank Ltd,2026-08-04 12:00:00,1669.46,1671.04,1667.29,1669.46,190748
HDFCBANK,HDFC Bank Ltd,2026-08-04 12:30:00,1666.78,1669.29,1661.79,1666.78,361906
HDFCBANK,HDFC Bank Ltd,2026-08-04 13:00:00,1661.48,1664.81,1660.08,1661.48,134247
HDFCBANK,HDFC Bank Ltd,2026-08-04 13:30:00,1659.17,1659.59,1656.88,1659.17,498609
HDFCBANK,HDFC Bank Ltd,2026-08-04 14:00:00,1663.75,1664.14,1663.29,1663.75,374616
HDFCBANK,HDFC Bank Ltd,2026-08-04 14:30:00,1667.42,1670.59,1667.2,1667.42,298856
HDFCBANK,HDFC Bank Ltd,2026-08-04 15:00:00,1676.47,1678.49,1676.26,1676.47,359744
HDFCBANK,HDFC Bank Ltd,2026-08-04 15:30:00,1679.29,1685.02,1677.69,1679.29,211848
HDFCBANK,HDFC Bank Ltd,2026-08-05 09:30:00,1699.75,1701.19,1699.16,1699.75,379415
HDFCBANK,HDFC Bank Ltd,2026-08-05 10:00:00,1704.27,1709.94,1701.2,1704.27,348918
HDFCBANK,HDFC Bank Ltd,2026-08-05 10:30:00,1704.01,1707.25,1702.96,1704.01,494173
HDFCBANK,HDFC Bank Ltd,2026-08-05 11:00:00,1710.75,1712.85,1709.89,1710.75,62266
HDFCBANK,HDFC Bank Ltd,2026-08-05 11:30:00,1705.09,1707.6,1704.89,1705.09,283418
HDFCBANK,HDFC Bank Ltd,2026-08-05 12:00:00,1713.54,1713.85,1711.48,1713.54,57532
HDFCBANK,HDFC Bank Ltd,2026-08-05 12:30:00,1705.77,1708.11,1701.83,1705.77,7716
HDFCBANK,HDFC Bank Ltd,2026-08-05 13:00:00,1711.54,1719.22,1709.79,1711.54,87806
HDFCBANK,HDFC Bank Ltd,2026-08-05 13:30:00,1700.41,1704.07,1698.08,1700.41,109572
HDFCBANK,HDFC Bank Ltd,2026-08-05 14:00:00,1695.94,1696.03,1693.62,1695.94,154639
HDFCBANK,HDFC Bank Ltd,2026-08-05 14:30:00,1688.43,1693.31,1685.32,1688.43,285573
HDFCBANK,HDFC Bank Ltd,2026-08-05 15:00:00,1692.35,1692.74,1686.87,1692.35,24555
HDFCBANK,HDFC Bank Ltd,2026-08-05 15:30:00,1695.34,1696.25,1694.05,1695.34,487153
HDFCBANK,HDFC Bank Ltd,2026-08-06 09:30:00,1677.28,1679.81,1673.06,1677.28,102680
HDFCBANK,HDFC Bank Ltd,2026-08-06 10:00:00,1690.46,1693.26,1685.31,1690.46,9858
HDFCBANK,HDFC Bank Ltd,2026-08-06 10:30:00,1685.29,1686.44,1681.65,1685.29,491777
HDFCBANK,HDFC Bank Ltd,2026-08-06 11:00:00,1689.87,1690.11,1686.35,1689.87,263952
HDFCBANK,HDFC Bank Ltd,2026-08-06 11:30:00,1689.38,1690.54,1688.41,1689.38,269352
HDFCBANK,HDFC Bank Ltd,2026-08-06 12:00:00,1685.77,1686.14,1684.5,1685.77,245603
HDFCBANK,HDFC Bank Ltd,2026-08-06 12:30:00,1687.95,1690.62,1684.35,1687.95,12384
HDFCBANK,HDFC Bank Ltd,2026-08-06 13:00:00,1687.11,1692.07,1682.8,1687.11,97009
HDFCBANK,HDFC Bank Ltd,2026-08-06 13:30:00,1683.2,1686.27,1680.63,1683.2,217593
HDFCBANK,HDFC Bank Ltd,2026-08-06 14:00:00,1686.34,1689.34,1682.77,1686.34,101878
HDFCBANK,HDFC Bank Ltd,2026-08-06 14:30:00,1690.68,1693.87,1690.31,1690.68,495642
HDFCBANK,HDFC Bank Ltd,2026-08-06 15:00:00,1690.73,1692.92,1690.3,1690.73,177818
HDFCBANK,HDFC Bank Ltd,2026-08-06 15:30:00,1700.13,1701.58,1695.83,1700.13,10995
HDFCBANK,HDFC Bank Ltd,2026-08-07 09:30:00,1689.39,1690.98,1687.83,1689.39,88737
HDFCBANK,HDFC Bank Ltd,2026-08-07 10:00:00,1683.91,1686.66,1682.05,1683.91,474299
HDFCBANK,HDFC Bank Ltd,2026-08-07 10:30:00,1691.24,1694.37,1689.76,1691.24,498163
HDFCBANK,HDFC Bank Ltd,2026-08-07 11:00:00,1683.75,1684.83,1680.03,1683.75,119886
HDFCBANK,HDFC Bank Ltd,2026-08-07 11:30:00,1689.92,1690.77,1681.81,1689.92,200887
HDFCBANK,HDFC Bank Ltd,2026-08-07 12:00:00,1694.64,1697.72,1692.84,1694.64,251849
HDFCBANK,HDFC Bank Ltd,2026-08-07 12:30:00,1695.11,1700.19,1692.92,1695.11,361695
HDFCBANK,HDFC Bank Ltd,2026-08-07 13:00:00,1686.6,1686.77,1680.89,1686.6,47923
HDFCBANK,HDFC Bank Ltd,2026-08-07 13:30:00,1679.79,1680.34,1675.76,1679.79,63829
HDFCBANK,HDFC Bank Ltd,2026-08-07 14:00:00,1689.33,1692.62,1687.99,1689.33,270020
HDFCBANK,HDFC Bank Ltd,2026-08-07 14:30:00,1691.4,1694.74,1688.57,1691.4,236651
HDFCBANK,HDFC Bank Ltd,2026-08-07 15:00:00,1700.91,1702.35,1699.63,1700.91,310737
HDFCBANK,HDFC Bank Ltd,2026-08-07 15:30:00,1688.81,1689.23,1687.91,1688.81,74176
HDFCBANK,HDFC Bank Ltd,2026-08-10 09:30:00,1689.89,1690.83,1689.63,1689.89,247419
HDFCBANK,HDFC Bank Ltd,2026-08-10 10:00:00,1687.64,1689.77,1685.5,1687.64,6580
HDFCBANK,HDFC Bank Ltd,2026-08-10 10:30:00,1688.23,1688.32,1684.53,1688.23,28744
HDFCBANK,HDFC Bank Ltd,2026-08-10 11:00:00,1680.47,1682.48,1679.52,1680.47,473828
HDFCBANK,HDFC Bank Ltd,2026-08-10 11:30:00,1679.97,1685.89,1677.23,1679.97,21638
HDFCBANK,HDFC Bank Ltd,2026-08-10 12:00:00,1679.15,1680.87,1676.51,1679.15,387357
HDFCBANK,HDFC Bank Ltd,2026-08-10 12:30:00,1685.18,1686.97,1682.86,1685.18,472315
HDFCBANK,HDFC Bank Ltd,2026-08-10 13:00:00,1676.8,1680.59,1674.54,1676.8,362947
HDFCBANK,HDFC Bank Ltd,2026-08-10 13:30:00,1673.8,1679.34,1672.53,1673.8,74724
HDFCBANK,HDFC Bank Ltd,2026-08-10 14:00:00,1670.86,1672.98,1669.36,1670.86,282265
HDFCBANK,HDFC Bank Ltd,2026-08-10 14:30:00,1677.09,1682.49,1671.52,1677.09,442686
HDFCBANK,HDFC Bank Ltd,2026-08-10 15:00:00,1678.29,1678.3,1677.03,1678.29,290446
